title,image,describe,category,ID
BERGSHULT / GRANHULT,C:\Users\admin\Downloads\app_30798308\bergshult-granhult-wall-shelf-combination-brown-black-nickel-plated__0688319_pe722403_s5.jpg,"Cut BERGSHULT wall shelf to any length, then use GRANHULT bracket to create a wall shelf with specific dimensions. Place it in a window, above a sofa or in a nook that is difficult to furnish.",shelf,00922
BERGSHULT / GRANHULT,C:\Users\admin\Downloads\app_30798308\bergshult-granhult-wall-shelf-combination-white-nickel-plated__0688446_pe722427_s5.jpg,"Cut BERGSHULT wall shelf to any length, then use GRANHULT bracket to create a wall shelf with specific dimensions. Place it in a window, above a sofa or in a nook that is difficult to furnish.",shelf,00923
BILLY,C:\Users\admin\Downloads\app_30798308\billy-extra-shelf-white__0572313_pe667454_s5.jpg,"It is estimated that every five seconds, one BILLY bookcase is sold somewhere in the world. Pretty impressive considering we launched BILLY in 1979. It’s the booklovers choice that never goes out of style.",shelf,00924
BESTÅ,C:\Users\admin\Downloads\app_30798308\besta-shelf-unit-with-doors-white-hanviken-white__0398317_pe562854_s5.jpg,"Everything you need for storing and keeping things organised at home. Choose a ready-made combination or create your own, adapted to your style and belongings. This is just one of many, many possibilities.",shelf,00925
TRANHULT / KROKSHULT,C:\Users\admin\Downloads\app_30798308\tranhult-krokshult-wall-shelf-aspen__0806893_pe770151_s5.jpg,"With this wall shelf, you can use your empty walls to display your things. Use it in the bedroom, as a sideboard in the living room, a display shelf by the dining table – or whatever you decide.",shelf,00926
BROR,C:\Users\admin\Downloads\app_30798308\bror-shelf-for-wall-upright-black__1296383_pe935810_s5.jpg,Practical storage for tight spaces in your garage or storage room. Use these shelves for BROR wall system to create your own solution and store everything from plant pots to cans of paint.,shelf,00927
KALLAX,C:\Users\admin\Downloads\app_30798308\kallax-glass-shelf__0633253_pe695765_s5.jpg,Do you have a lot of unused space in your KALLAX shelving unit? Then you can complete with these glass shelves and easily create room for more things. A smart solution that also creates a uniform look.,shelf,00928
BROR,C:\Users\admin\Downloads\app_30798308\bror-wall-shelf-combination-black__1334204_pe946681_s5.jpg,Practical storage for tight spaces in your garage or storage room. This combination is perfect when you want a complete solution with removable shelves and space for everything from plant pots to tools.,shelf,00929
EKET,C:\Users\admin\Downloads\app_30798308\eket-wall-mounted-cabinet-combination-walnut__1335848_pe947146_s5.jpg,none,shelf,00930
ÅKERBRUK,C:\Users\admin\Downloads\app_30798308\akerbruk-wall-organiser-w-hooks__1177272_pe895280_s5.jpg,"This wall organiser in a traditional style is perfect in small and narrow spaces, it easily takes care of smaller things that you want to keep close at hand in the hallway, bedroom or kitchen.",shelf,00931
HÄSTVISKARE,C:\Users\admin\Downloads\app_30798308\haestviskare-wall-organiser-w-hooks-oak__1174300_pe894421_s5.jpg,"This wall organiser in solid wood, with both a shelf and small hooks, helps you keep your mobile phone, keys and other small items well organised – even if the space is small and narrow.",shelf,00932
BROR,C:\Users\admin\Downloads\app_30798308\bror-shelf-black__1014080_pe829507_s5.jpg,"Heavy-duty, our way – a sturdy storage system that withstands moisture, dirt and heavy loads. Also easy to assemble, complete as needed and fits everywhere thanks to its clean design.",shelf,00933
BESTÅ,C:\Users\admin\Downloads\app_30798308\besta-shelf-unit-with-door-white-lappviken-white__0352978_pe537177_s5.jpg,"Everything you need for storing and keeping things organised at home. Choose a ready-made combination or create your own, adapted to your style and belongings. This is just one of many, many possibilities.",shelf,00934
ELVARLI,C:\Users\admin\Downloads\app_30798308\elvarli-shoe-shelf-white__0430465_pe584642_s5.jpg,Solid bottom prevents any dirt from falling outside the shelf.,shelf,00935
IVAR,C:\Users\admin\Downloads\app_30798308\ivar-corner-shelf-pine__0653646_pe708068_s5.jpg,"Since IVAR storage system is so good at what it does, it has faithfully served customers’ needs across the home for over 50 years. Attics, living rooms, pantries and bedrooms – they all love IVAR.",shelf,00936
HJÄLPA,C:\Users\admin\Downloads\app_30798308\hjaelpa-shoe-shelf-white__0727291_pe736442_s5.jpg,"HJÄLPA interior organizers include rails, baskets, hooks, and shelves, which make the most of the available space and keep things organised.",shelf,00937
BROR,C:\Users\admin\Downloads\app_30798308\bror-wall-shelf-combination-with-pegboard-2-shelves-black__1334206_pe946683_s5.jpg,Practical storage for tight spaces in your garage or storage room. This combination is perfect when you want a complete solution with room for everything from brushes and cans of paint to tools and screws.,shelf,00938
HJÄLPA,C:\Users\admin\Downloads\app_30798308\hjaelpa-shoe-shelf-white__0727294_pe736449_s5.jpg,"HJÄLPA interior organizers include rails, baskets, hooks, and shelves, which make the most of the available space and keep things organised.",shelf,00939
JONAXEL,C:\Users\admin\Downloads\app_30798308\jonaxel-top-shelf-for-frame-white__0678032_pe719153_s5.jpg,"Difficult to keep things neat and tidy? JONAXEL storage solution lets you use the space in smarter ways. Find a suitable combination and use it almost anywhere, even in humid bathrooms and laundry rooms.",shelf,00940
UTRUSTA,C:\Users\admin\Downloads\app_30798308\utrusta-fixed-ventilated-shelf-white__0625213_pe692134_s5.jpg,"The melamine surface is moisture- and scratch-resistant, and easy to keep clean.",shelf,00941
KUNGSFORS,C:\Users\admin\Downloads\app_30798308\kungsfors-susp-rail-w-shelf-mgnt-knife-rack-stainless-steel-ash__0709901_pe727150_s5.jpg,"Inspired by professionals, adapted for you. Just like in a restaurant kitchen, we’ve focused on durable materials and smart wall storage. Create your own combination or choose this ready-made combination.",shelf,00942
TROFAST,C:\Users\admin\Downloads\app_30798308\trofast-wall-storage-light-white-stained-pine__0642802_pe701448_s5.jpg,You can easily transform this light white-stained pine frame into a practical storage solution by completing with colourful plastic boxes and cool mesh boxes.,shelf,00943
BESTÅ,C:\Users\admin\Downloads\app_30798308\besta-shelf-unit-with-glass-doors-black-brown-glassvik-black-smoked-glass__0352732_pe537334_s5.jpg,"Everything you need for storing and keeping things organised at home. Choose a ready-made combination or create your own, adapted to your style and belongings. This is just one of many, many possibilities.",shelf,00944
IVAR,C:\Users\admin\Downloads\app_30798308\ivar-shelf-dark-grey-felt__1175906_pe894870_s5.jpg,IVAR storage system has taken care of our customers' things for over 50 years. This felt shelf has open compartments that help you stay organised and protect your accessories and other small items.,shelf,00945
KUNGSFORS,C:\Users\admin\Downloads\app_30798308\kungsfors-suspension-rail-with-shelf-wll-grid-stainless-steel__0709900_pe727151_s5.jpg,"Inspired by professionals, adapted for you. Just like in a restaurant kitchen, we’ve focused on durable materials and smart wall storage. Create your own combination or choose this ready-made combination.",shelf,00946
BILLY,C:\Users\admin\Downloads\app_30798308\billy-extra-shelf-white__0572314_pe667455_s5.jpg,"It is estimated that every five seconds, one BILLY bookcase is sold somewhere in the world. Pretty impressive considering we launched BILLY in 1979. It’s the booklovers choice that never goes out of style.",shelf,00947
BESTÅ,C:\Users\admin\Downloads\app_30798308\besta-shelf-unit-with-glass-door-black-brown-sindvik-black-brown-clear-glass__0352806_pe537316_s5.jpg,"Everything you need for storing and keeping things organised at home. Choose a ready-made combination or create your own, adapted to your style and belongings. This is just one of many, many possibilities.",shelf,00948
METOD,C:\Users\admin\Downloads\app_30798308\metod-wall-cabinet-with-shelves-white-vallstena-white__1173419_pe894186_s5.jpg,"METOD kitchen system gives you endless possibilities to design your dream kitchen. Paired with VALLSTENA fronts in white, you get a timeless expression that always feels right.",shelf,00949
STOMSÖ,C:\Users\admin\Downloads\app_30798308\stomsoe-wall-mounted-bedside-table-birch-effect-white-blue__1270836_pe929403_s5(1).jpg,"A compact bedside table with a surprising splash of colour and smart storage, both open and closed. It has a cable cut-out too and is ideal next to beds with storage, as the bedside table is wall-mounted.",shelf,00950
EKET,C:\Users\admin\Downloads\app_30798308\eket-wall-mounted-cabinet-combination-white__0665955_pe713337_s5.jpg,Dress your wall with EKET! Create a classic storage solution with just a few cabinets or combine as many as you like in a fun and unexpected way to fit your needs and make your space more personal.,shelf,00951
EKET,C:\Users\admin\Downloads\app_30798308\eket-wall-mounted-cabinet-combination-walnut-effect__1335835_pe947141_s5.jpg,none,shelf,00952
ENHET,C:\Users\admin\Downloads\app_30798308\enhet-swivel-shelf-anthracite__0805588_pe769610_s5.jpg,Tired of looking for those things that tend to disappear in the kitchen or bathroom? You can easily solve this by attaching this handy swivel shelf to the open wall- or high frames in the ENHET series.,shelf,00953
BESTÅ,C:\Users\admin\Downloads\app_30798308\besta-shelf-unit-with-door-white-lappviken-white__0353013_pe537151_s5.jpg,"Everything you need for storing and keeping things organised at home. Choose a ready-made combination or create your own, adapted to your style and belongings. This is just one of many, many possibilities.",shelf,00954
MOSSJÖN,C:\Users\admin\Downloads\app_30798308\mossjoen-wall-cabinet-w-shelves-glass-door-anthracite__1239715_pe919026_s5.jpg,Do you want to both display and hide things in the bathroom? Then maybe MOSSJÖN wall cabinet with an open shelf and a door with reeded glass is just what you're looking for to create order with style.,shelf,00955
BESTÅ,C:\Users\admin\Downloads\app_30798308\besta-wall-mounted-cabinet-combination-white-lappviken-white__0719264_pe731968_s5.jpg,You can easily mount this cabinet combination on the wall by using the included wall rails. It’s a solution that feels airy and frees up floor space at home – while also offering practical storage.,shelf,00956
BROR,C:\Users\admin\Downloads\app_30798308\bror-wall-shelf-combination-with-hooks-2-shelves-black__1334208_pe946685_s5.jpg,Practical storage for tight spaces in your garage or storage room. A perfect combination when you want a complete solution with removable shelves and hooks for everything from tools to tennis racquets.,shelf,00957
BERGSHULT / PERSHULT,C:\Users\admin\Downloads\app_30798308\bergshult-pershult-wall-shelf-combination-white-white__0688751_pe722689_s5.jpg,Create your own personal wall shelf using PERSHULT brackets. They are designed to fit well together when you connect two brackets in a larger combination and can also be mounted to create different expressions.,shelf,00958
PLATSA,C:\Users\admin\Downloads\app_30798308\platsa-wall-storage-white__0793260_pe766227_s5.jpg,"PLATSA series creates storage possibilities, even in the trickiest of places. The modular parts can be built high, low, under sloping ceilings or staircases, around a window or even along an entire wall.",shelf,00959
RÅGRUND / BJÖRKÅN,C:\Users\admin\Downloads\app_30798308\ragrund-bjoerkan-wash-basin-corner-shelf-bamboo__1091158_pe862329_s5.jpg,none,shelf,00960
EKET,C:\Users\admin\Downloads\app_30798308\eket-wall-mounted-shelving-unit-w-4-comp-white__0473436_pe614568_s5.jpg,"This clever EKET cabinet is always ready to lend a hand, whether it’s for storing, organising or emptying your pockets. Go for a colour that pops out or keep it discreet.",shelf,00961
GRILLSKÄR,C:\Users\admin\Downloads\app_30798308\grillskaer-kitchen-island-shelf-unit-black-stainless-steel-outdoor__0820260_pe774984_s5.jpg,This sturdy kitchen island is perfect to have outdoors by the grill. Prepare food on the stainless steel top while socialising with guests – and have utensils close at hand on the shelves underneath.,shelf,00962
